"ATF3","ATF4","BHLHE40","CEBPB","CEBPD","DDIT3","E2F1","E2F8","ELF3","FOS","FOSB","FOSL2","GATA5","HES1","HMGA1","HMGA2","JUN","JUNB","JUND","KLF10","KLF4","KLF5","KLF6","MAFF","MAFG","MAFK","MYBL2","RBPJL","SOX11","SOX4","SOX9","YBX1","Attr_Size"
0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,0,1,0,0,0,1,6
1,1,0,1,1,1,1,1,0.5,1,1,0,0.5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0.5,1,1,0,135
1,1,0,0,0,0.5,1,1,0.5,1,0.5,0.5,0.5,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,327
0.5,1,0.5,0,1,0.5,0,0,1,1,1,0.5,1,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0.5,1,78
1,1,0,0,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,1,1,0,0,0,0,1,0,0,0,0,1,0.5,1,0,0,0,1,320
0.5,1,0.5,0,1,0.5,0.5,0.5,1,1,1,0.5,1,0.5,0,0,1,1,1,0,0,0,1,0,0,1,0.5,0,0,0,0.5,0,69
1,1,0,0,0,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,1,0,0,0,0,191
1,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,1,0.5,0,0.5,0.5,1,269
1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,1,1,0,0.5,0,0.5,1,0,0,0,0,1,0.5,1,0.5,0.5,0,1,379
1,1,0,0,0,0.5,1,1,1,1,0.5,0.5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,197
1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,1,1,0,0.5,0,0.5,1,0,0,0,0,1,0.5,1,0.5,0.5,0,1,213
1,1,0,0,0,0.5,0.5,0.5,1,1,0.5,0.5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0.5,1,0,0,0,1,228
0.5,1,0.5,0,1,0.5,1,1,1,1,1,0.5,1,0.5,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0.5,0,81
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,260
1,1,0,0,0,1,0.5,0.5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,1,0,0,0,0,274
1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0,0,0,0.5,0,0.5,1,0,0,0,0,1,0.5,1,0.5,0.5,0,0,471
0,0,0,0,0,0,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,12
0.5,1,0.5,0,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0.5,0,263
1,1,0,1,1,1,0,0,0.5,1,1,0,0.5,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0.5,1,1,1,133
1,1,0,0,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,1,0,0,0,0,265
0.5,1,0.5,0,1,0.5,0,0,1,1,1,0.5,1,0.5,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0.5,0,64
1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,1,1,0,0.5,0,0.5,1,0,0,0,0,1,0.5,1,0.5,0.5,0,1,189
0.5,1,0.5,0,1,0,0.5,0.5,0,1,1,0.5,0,0.5,1,1,1,1,1,0,0,0,1,0,0.5,0.5,0.5,0,0,0,0.5,1,40
0.5,1,0.5,0,1,0,0.5,0.5,0,1,1,0.5,0,0.5,0,0,1,1,1,0,0,0,1,0,0,0.5,0.5,0,0,0,0.5,0,322
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0,95
0.5,1,0.5,0,1,0,1,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,0,0,1,0,0.5,0.5,1,0,0,0,0.5,1,27
0.5,1,0.5,0,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0.5,0,0,0,0.5,1,252
1,1,0,0,0,0.5,0,0,0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,293
0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7
1,1,0.5,0.5,0.5,0.5,0,0,0.5,1,0.5,0.5,0.5,0,0,0,0,0.5,0,0.5,1,0,0,0,0,1,0,1,0,0.5,0,0,392
1,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,1,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0,0.5,1,0.5,0,0.5,0.5,0,93
0.5,1,0.5,0,1,0.5,0,0,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0.5,1,40
0.5,1,0.5,0,1,0,0,0,0,1,1,0.5,0,0.5,1,1,1,1,1,0,0,0,1,0,0.5,0.5,0,0,0,0,0.5,1,50
0.5,1,0.5,0,1,0,1,1,0,1,1,0.5,0,0.5,0,0,1,1,1,0,0,0,1,0,0,0.5,1,0,0,0,0.5,0,337
0.5,1,0.5,0,1,0,0,0,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,0,0,1,0,0.5,0.5,0,0,0,0,0.5,1,18
1,1,0,0,0,0.5,0.5,0.5,1,1,0.5,0.5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0.5,1,0,0,0,1,219
1,1,0,1,1,1,0.5,0.5,0.5,1,1,0,0.5,0,1,1,0,1,0,1,1,0,0,0,0,1,0.5,1,0.5,1,1,1,133
0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3
1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0.5,0,0.5,1,0,0,0,0,1,0.5,1,0.5,0.5,0,0,222
0.5,1,0.5,0,1,0.5,0.5,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0.5,0,0,0,0.5,1,73
0.5,1,0.5,0,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0.5,1,72
0.5,1,0.5,0,1,0,0.5,0.5,0,1,1,0.5,0,0.5,1,1,1,1,1,0,0,0,1,0,0.5,0.5,0.5,0,0,0,0.5,1,38
0,0.5,0,0,0,1,1,1,0.5,0,0,0,0.5,0,1,1,0,0,1,0,0,0,1,0,0.5,0.5,1,1,0,0,0,1,4
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,14
0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0,1,0,0,0,0,9
1,1,0,1,1,1,0.5,0.5,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0.5,1,1,1,1,1,87
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0,123
0,0.5,0,0,0,1,1,1,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,1,1,0,0,0,1,9
1,1,0,1,1,1,1,1,0.5,1,1,0,0.5,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0.5,1,1,1,133
1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0.5,0,0.5,1,0,0,0,0,1,0.5,1,0.5,0.5,0,0,171
0.5,1,0.5,0,1,0.5,0.5,0.5,0,1,1,0.5,0,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0.5,0,0,0,0.5,1,301
0,0,0,0,0,0,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,1,0,0,0,0,14
0.5,1,0.5,0,1,0,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,0,0,1,0,0.5,0.5,0.5,0,0,0,0.5,1,24
0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,11
0.5,1,0.5,0,1,0,1,1,0.5,1,1,0.5,0.5,0.5,0,0,1,1,1,0,0,0,1,0,0,0.5,1,0,0,0,0.5,0,72
0.5,1,0.5,0,1,0.5,0.5,0.5,1,1,1,0.5,1,0.5,0,0,1,1,1,0,0,0,1,0,0,1,0.5,0,0,0,0.5,0,74
0.5,1,0.5,0,1,0.5,0.5,0.5,1,1,1,0.5,1,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0.5,0,0,0,0.5,1,68
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,1,1,0,0,0,0,16
0.5,1,0.5,0,1,0,0,0,0.5,1,1,0.5,0.5,0.5,0,0,1,1,1,0,0,0,1,0,0,0.5,0,0,0,0,0.5,0,62
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,1,0,0,0,0,8
0.5,1,0.5,0,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0.5,0,0,0,0.5,1,57
1,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,1,1,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0,0.5,0,0.5,0,0.5,0.5,0,89
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,1,0,0,0,0,13
1,1,0,1,1,1,0.5,0.5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0.5,1,1,1,1,0,74
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,1,12
0.5,1,0.5,0,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0.5,0,0,0,0.5,1,44
0,0,0,0,0,0,1,1,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,1,1,0,0,0,0,12
0,0.5,0,0,0,1,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,1,0,0,0,1,4
0.5,1,0.5,0,1,0,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,0,0,1,0,0.5,0.5,0.5,0,0,0,0.5,1,15
0,0.5,0,0,0,1,1,1,0.5,0,0,0,0.5,0,1,1,0,0,1,0,0,0,1,0,0.5,0.5,1,1,0,0,0,1,4
0,0,0,0,0,0,1,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7
0.5,1,0.5,0,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0.5,1,52
1,1,0,0,0,0,1,1,0.5,1,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,5
0.5,1,0.5,0,1,0,1,1,0,1,1,0.5,0,0.5,1,1,1,1,1,0,0,0,1,0,0.5,0.5,1,0,0,0,0.5,1,45
1,1,0,0,0,0,0.5,0.5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,1,0,0,0,0,6
0,0,0,0,0,0,1,1,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,1,1,0,0,0,1,5
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,1,0,0,0,0,5
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,1,1,0,0,0,0,7
0,0,0,0,0,0,0.5,0.5,1,0,0,0,1,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,1,0,0,0,1,8
0,0,0,0,0,0,1,1,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,1,1,0,0,0,0,15
0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,1,0,0,0,1,8
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,1,4
0,0.5,0,0,0,1,0,0,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,1,0,0,0,1,6
0,1,0,0,0,0,1,1,0.5,0,0,0,0.5,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,5
1,1,0,0,0,0,0,0,0.5,1,0,0,0.5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,5
0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,1,6
0,0.5,0,0,0,1,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,1,0,0,0,1,4
0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,1,0,0,0,0,9
0,0.5,0,0,0,1,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,1,0,0,0,1,7
0,0,0,0,0,0,1,1,0.5,0,0,0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,12
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,1,0,0,0,0,8
0,0.5,0,0,0,1,1,1,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,1,1,0,0,0,1,6
0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0.5,1,0,0,0,1,3
0,0,0,0,0,0,1,1,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,10
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,1,0,0,0,0,6
0,0,0,0,0,0,0.5,0.5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,1,6
0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,0,1,0,0,0,1,5
0,0.5,0,0,0,1,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,1,0,0,0,1,0,0.5,0.5,0.5,1,0,0,0,1,4
0,1,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,1,0,0,0,1,0,1,1,0.5,1,0,0,0,1,4
0,0.5,0,0,0,1,0.5,0.5,1,0,0,0,1,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,1,0,0,0,1,6
0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,1,0,0,0,0,9
1,1,0,0,0,0,0.5,0.5,0.5,1,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,1,0,0,0,0,5
0,0,0,0,0,0,1,1,0.5,0,0,0,0.5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,3
0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,1,1,0,0,0,1,6
0,1,0,0,0,0,0,0,0.5,0,0,0,0.5,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,3
0,1,0,0,0,0,0.5,0.5,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0.5,1,0,0,0,1,4
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,1,0,0,0,1,8
0,1,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,1,0,0,0,1,0,1,1,0.5,1,0,0,0,1,3
0,0.5,0,0,0,1,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,1,0,0,0,1,6
0,0.5,0,0,0,1,0.5,0.5,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0.5,0.5,0.5,1,0,0,0,1,4
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,1,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,0,1,0,0,0,1,7
0,0,0,0,0,0,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,1,0,0,0,0,11
0,0.5,0,0,0,1,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,1,0,0,0,1,6
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,1,1,0,0,0,1,6
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,1,0,0,0,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0,1,0,0,0,0,6
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,1,0,0,0,1,8
1,1,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,1,0,0,0,0,5
0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,10
0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
0,0.5,0,0,0,1,0,0,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,1,0,0,0,1,3
0,0.5,0,0,0,1,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,1,0,0,0,1,4
0,0.5,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0.5,0.5,1,1,0,0,0,1,4
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,6
0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,1,0,0,0,1,5
0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,1,0,0,0,0,9
0,0.5,0,0,0,1,0.5,0.5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.5,0.5,0.5,1,0,0,0,1,4
0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0,1,0,0,0,0,3
0,0,0,0,0,0,0.5,0.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,1,0,0,0,0,7
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0,1,0,0,0,0,10
0,0.5,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,1,1,0,0,0,1,4
0,0,0,0,0,0,1,1,0.5,0,0,0,0.5,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,1,1,0,0,0,1,5
0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0,0,0,1,0,0,0,1,4
0,0.5,0,0,0,1,0.5,0.5,1,0,0,0,1,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,1,0,0,0,1,4
0,0.5,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,1,0,0,0,1,7
0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,1,1,0,0.333333333333333,0,0,0,0,1,1,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,1,1,0,0,0,1,119
0.666666666666667,0.666666666666667,0,0,0,0.666666666666667,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0.666666666666667,0,1,0,0,0,0,39
0.666666666666667,0.666666666666667,0,0,0,0.666666666666667,0,0,0,0.666666666666667,0,0,0,0,1,1,0,0,0,0,0.666666666666667,0,0,0,0,0.666666666666667,0,1,0,0,0,1,51
0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,1,1,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,1,0,0,0,1,88
0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,1,0,0,0,0,98
0.666666666666667,0.666666666666667,0,0,0,0.666666666666667,1,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0.666666666666667,1,1,0,0,0,0,30
0.666666666666667,0.666666666666667,0,0,0,0.666666666666667,1,1,0,0.666666666666667,0,0,0,0,1,1,0,0,0,0,0.666666666666667,0,0,0,0,0.666666666666667,1,1,0,0,0,1,46
0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,1,1,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,1,1,0,0,0,0,100
0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0.5,0.5,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0.5,1,0,0,0,0,182
0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0.5,0.5,0,0.333333333333333,0,0,0,0,1,1,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0.5,1,0,0,0,1,223
0.666666666666667,0.666666666666667,0,0,0,0.666666666666667,0.5,0.5,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0.666666666666667,0.5,1,0,0,0,0,90
0.666666666666667,0.666666666666667,0,0,0,0.666666666666667,0.5,0.5,0,0.666666666666667,0,0,0,0,1,1,0,0,0,0,0.666666666666667,0,0,0,0,0.666666666666667,0.5,1,0,0,0,1,98
